"DT_GERACAO";"HH_GERACAO";"CD_UF_TSE";"CD_UF_IBGE";"SG_UF";"NM_UF";"CD_MUNICIPIO_TSE";"NM_MUNICIPIO_TSE";"CD_MUNICIPIO_IBGE";"NM_MUNICIPIO_IBGE"
"12/04/2026";"09:00:07";10;52;"GO";"Goiás";"96911";"Adelândia";5200159;"Adelândia"
"12/04/2026";"09:00:07";10;52;"GO";"Goiás";"96938";"Água Fria De Goiás";5200175;"Água Fria De Goiás"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7005";"Água Doce Do Maranhão";2100154;"Água Doce Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7013";"Afonso Cunha";2100105;"Afonso Cunha"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7021";"Alto Alegre Do Maranhão";2100436;"Alto Alegre Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7030";"Alcântara";2100204;"Alcântara"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7048";"Alto Alegre Do Pindaré";2100477;"Alto Alegre Do Pindaré"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7056";"Aldeias Altas";2100303;"Aldeias Altas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7064";"Apicum-Açu";2100832;"Apicum-Açu"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7072";"Altamira Do Maranhão";2100402;"Altamira Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7080";"Amapá Do Maranhão";2100550;"Amapá Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7099";"Alto Parnaíba";2100501;"Alto Parnaíba"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7102";"Araguanã";2100873;"Araguanã"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7110";"Amarante Do Maranhão";2100600;"Amarante Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7129";"Bacabeira";2101251;"Bacabeira"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7137";"Anajatuba";2100709;"Anajatuba"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7145";"Bacurituba";2101350;"Bacurituba"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7153";"Anapurus";2100808;"Anapurus"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7161";"Belágua";2101731;"Belágua"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7170";"Araioses";2100907;"Araioses"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7188";"Bela Vista Do Maranhão";2101772;"Bela Vista Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7196";"Arari";2101004;"Arari"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7200";"Bernardo Do Mearim";2101939;"Bernardo Do Mearim"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7218";"Axixá";2101103;"Axixá"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7226";"Cachoeira Grande";2102374;"Cachoeira Grande"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7234";"Bacabal";2101202;"Bacabal"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7242";"Davinópolis";2103752;"Davinópolis"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7250";"Bacuri";2101301;"Bacuri"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7269";"Bom Jesus Das Selvas";2102036;"Bom Jesus Das Selvas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7277";"Balsas";2101400;"Balsas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7285";"Bom Lugar";2102077;"Bom Lugar"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7293";"Barão De Grajaú";2101509;"Barão De Grajaú"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7307";"Brejo De Areia";2102150;"Brejo De Areia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7315";"Barra Do Corda";2101608;"Barra Do Corda"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7323";"Boa Vista Do Gurupi";2101970;"Boa Vista Do Gurupi"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7331";"Barreirinhas";2101707;"Barreirinhas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7340";"Buriticupu";2102325;"Buriticupu"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7358";"Benedito Leite";2101806;"Benedito Leite"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7366";"Buritirana";2102358;"Buritirana"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7374";"Bequimão";2101905;"Bequimão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7382";"Campestre Do Maranhão";2102556;"Campestre Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7390";"Brejo";2102101;"Brejo"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7404";"Capinzal Do Norte";2102754;"Capinzal Do Norte"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7412";"Buriti";2102200;"Buriti"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7420";"Central Do Maranhão";2103125;"Central Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7439";"Buriti Bravo";2102309;"Buriti Bravo"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7447";"Centro Do Guilherme";2103158;"Centro Do Guilherme"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7455";"Cajapió";2102408;"Cajapió"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7463";"Centro Novo Do Maranhão";2103174;"Centro Novo Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7471";"Cajari";2102507;"Cajari"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7480";"Cidelândia";2103257;"Cidelândia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7498";"Cândido Mendes";2102606;"Cândido Mendes"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7501";"Conceição Do Lago-Açu";2103554;"Conceição Do Lago-Açu"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7510";"Cantanhede";2102705;"Cantanhede"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7528";"Feira Nova Do Maranhão";2104073;"Feira Nova Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7536";"Carolina";2102804;"Carolina"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7544";"Fernando Falcão";2104081;"Fernando Falcão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7552";"Carutapera";2102903;"Carutapera"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7560";"Formosa Da Serra Negra";2104099;"Formosa Da Serra Negra"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7579";"Caxias";2103000;"Caxias"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7595";"Cedral";2103109;"Cedral"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7609";"Governador Edison Lobão";2104552;"Governador Edison Lobão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7617";"Chapadinha";2103208;"Chapadinha"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7625";"Governador Luiz Rocha";2104628;"Governador Luiz Rocha"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7633";"Codó";2103307;"Codó"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7641";"Governador Newton Bello";2104651;"Governador Newton Bello"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7650";"Coelho Neto";2103406;"Coelho Neto"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7668";"Governador Nunes Freire";2104677;"Governador Nunes Freire"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7676";"Colinas";2103505;"Colinas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7684";"Igarapé Do Meio";2105153;"Igarapé Do Meio"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7692";"Coroatá";2103604;"Coroatá"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7706";"Itaipava Do Grajaú";2105351;"Itaipava Do Grajaú"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7714";"Cururupu";2103703;"Cururupu"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7722";"Itinga Do Maranhão";2105427;"Itinga Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7730";"Dom Pedro";2103802;"Dom Pedro"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7749";"Jatobá";2105450;"Jatobá"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7757";"Duque Bacelar";2103901;"Duque Bacelar"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7765";"Jenipapo Dos Vieiras";2105476;"Jenipapo Dos Vieiras"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7773";"Esperantinópolis";2104008;"Esperantinópolis"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7781";"Junco Do Maranhão";2105658;"Junco Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7790";"Fortaleza Dos Nogueiras";2104107;"Fortaleza Dos Nogueiras"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7803";"Lago Dos Rodrigues";2105948;"Lago Dos Rodrigues"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7811";"Fortuna";2104206;"Fortuna"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7820";"Lagoa Do Mato";2105922;"Lagoa Do Mato"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7838";"Godofredo Viana";2104305;"Godofredo Viana"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7846";"Lagoa Grande Do Maranhão";2105963;"Lagoa Grande Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7854";"Gonçalves Dias";2104404;"Gonçalves Dias"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7862";"Lajeado Novo";2105989;"Lajeado Novo"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7870";"Governador Archer";2104503;"Governador Archer"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7889";"Maracaçumé";2106326;"Maracaçumé"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7897";"Governador Eugênio Barros";2104602;"Governador Eugênio Barros"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7900";"Marajá Do Sena";2106359;"Marajá Do Sena"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7919";"Graça Aranha";2104701;"Graça Aranha"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7927";"Maranhãozinho";2106375;"Maranhãozinho"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7935";"Grajaú";2104800;"Grajaú"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7943";"Matões Do Norte";2106631;"Matões Do Norte"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7951";"Guimarães";2104909;"Guimarães"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7960";"Milagres Do Maranhão";2106672;"Milagres Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7978";"Humberto De Campos";2105005;"Humberto De Campos"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7986";"Nova Colinas";2107258;"Nova Colinas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"7994";"Icatu";2105104;"Icatu"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8001";"Nova Olinda Do Maranhão";2107357;"Nova Olinda Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8010";"Igarapé Grande";2105203;"Igarapé Grande"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8028";"Olinda Nova Do Maranhão";2107456;"Olinda Nova Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8036";"Imperatriz";2105302;"Imperatriz"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8044";"Paulino Neves";2108058;"Paulino Neves"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8052";"São Luís Gonzaga Do Maranhão";2111409;"São Luís Gonzaga Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8060";"Pedro Do Rosário";2108256;"Pedro Do Rosário"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8079";"Itapecuru Mirim";2105401;"Itapecuru Mirim"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8087";"Peritoró";2108454;"Peritoró"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8095";"João Lisboa";2105500;"João Lisboa"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8109";"Porto Rico Do Maranhão";2109056;"Porto Rico Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8117";"Joselândia";2105609;"Joselândia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8125";"Presidente Médici";2109239;"Presidente Médici"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8133";"Lago Da Pedra";2105708;"Lago Da Pedra"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8141";"Presidente Sarney";2109270;"Presidente Sarney"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8150";"Lago Do Junco";2105807;"Lago Do Junco"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8168";"Raposa";2109452;"Raposa"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8176";"Lago Verde";2105906;"Lago Verde"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8184";"Ribamar Fiquene";2109551;"Ribamar Fiquene"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8192";"Lima Campos";2106003;"Lima Campos"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8206";"Santa Filomena Do Maranhão";2109759;"Santa Filomena Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8214";"Loreto";2106102;"Loreto"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8222";"Santana Do Maranhão";2110237;"Santana Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8230";"Luís Domingues";2106201;"Luís Domingues"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8249";"Santo Amaro Do Maranhão";2110278;"Santo Amaro Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8257";"Magalhães De Almeida";2106300;"Magalhães De Almeida"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8265";"São Domingos Do Azeitão";2110658;"São Domingos Do Azeitão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8273";"Mata Roma";2106409;"Mata Roma"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8281";"São Francisco Do Brejão";2110856;"São Francisco Do Brejão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8290";"Matinha";2106508;"Matinha"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8303";"São João Do Carú";2111029;"São João Do Carú"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8311";"Matões";2106607;"Matões"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8320";"São João Do Paraíso";2111052;"São João Do Paraíso"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8338";"Mirador";2106706;"Mirador"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8346";"São João Do Soter";2111078;"São João Do Soter"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8354";"Mirinzal";2106805;"Mirinzal"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8362";"São José Dos Basílios";2111250;"São José Dos Basílios"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8370";"Monção";2106904;"Monção"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8389";"São Pedro Da Água Branca";2111532;"São Pedro Da Água Branca"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8397";"Montes Altos";2107001;"Montes Altos"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8400";"São Pedro Dos Crentes";2111573;"São Pedro Dos Crentes"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8419";"Morros";2107100;"Morros"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8427";"São Raimundo Do Doca Bezerra";2111631;"São Raimundo Do Doca Bezerra"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8435";"Nina Rodrigues";2107209;"Nina Rodrigues"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8443";"São Roberto";2111672;"São Roberto"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8451";"Nova Iorque";2107308;"Nova Iorque"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8460";"Satubinha";2111722;"Satubinha"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8478";"Olho D'Água Das Cunhãs";2107407;"Olho D'Água Das Cunhãs"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8486";"Senador Alexandre Costa";2111748;"Senador Alexandre Costa"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8494";"Paço Do Lumiar";2107506;"Paço Do Lumiar"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8508";"Senador La Rocque";2111763;"Senador La Rocque"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8516";"Palmeirândia";2107605;"Palmeirândia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8524";"Serrano Do Maranhão";2111789;"Serrano Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8532";"Paraibano";2107704;"Paraibano"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8540";"Sucupira Do Riachão";2111953;"Sucupira Do Riachão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8559";"Parnarama";2107803;"Parnarama"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8567";"Trizidela Do Vale";2112233;"Trizidela Do Vale"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8575";"Passagem Franca";2107902;"Passagem Franca"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8583";"Tufilândia";2112274;"Tufilândia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8591";"Pastos Bons";2108009;"Pastos Bons"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8605";"Turilândia";2112456;"Turilândia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8613";"Pedreiras";2108207;"Pedreiras"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8621";"Vila Nova Dos Martírios";2112852;"Vila Nova Dos Martírios"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8630";"Penalva";2108306;"Penalva"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8656";"Peri Mirim";2108405;"Peri Mirim"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8672";"Pindaré-Mirim";2108504;"Pindaré-Mirim"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8699";"Pinheiro";2108603;"Pinheiro"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8710";"Pio Xii";2108702;"Pio Xii"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8737";"Pirapemas";2108801;"Pirapemas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8753";"Poção De Pedras";2108900;"Poção De Pedras"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8770";"Porto Franco";2109007;"Porto Franco"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8796";"Presidente Dutra";2109106;"Presidente Dutra"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8818";"Presidente Juscelino";2109205;"Presidente Juscelino"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8834";"Presidente Vargas";2109304;"Presidente Vargas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8850";"Primeira Cruz";2109403;"Primeira Cruz"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8877";"Riachão";2109502;"Riachão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8893";"São José De Ribamar";2111201;"São José De Ribamar"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8915";"Rosário";2109601;"Rosário"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8931";"Sambaíba";2109700;"Sambaíba"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8958";"Santa Helena";2109809;"Santa Helena"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8974";"Santa Luzia";2110005;"Santa Luzia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"8990";"Santa Quitéria Do Maranhão";2110104;"Santa Quitéria Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9016";"Santa Rita";2110203;"Santa Rita"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9032";"Santo Antônio Dos Lopes";2110302;"Santo Antônio Dos Lopes"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9059";"São Benedito Do Rio Preto";2110401;"São Benedito Do Rio Preto"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9075";"São Bento";2110500;"São Bento"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9091";"São Bernardo";2110609;"São Bernardo"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9113";"São Domingos Do Maranhão";2110708;"São Domingos Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9130";"São Félix De Balsas";2110807;"São Félix De Balsas"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9156";"São Francisco Do Maranhão";2110906;"São Francisco Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9172";"São João Batista";2111003;"São João Batista"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9199";"São João Dos Patos";2111102;"São João Dos Patos"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9210";"São Luís";2111300;"São Luís"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9237";"São Mateus Do Maranhão";2111508;"São Mateus Do Maranhão"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9253";"São Raimundo Das Mangabeiras";2111607;"São Raimundo Das Mangabeiras"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9270";"São Vicente Ferrer";2111706;"São Vicente Ferrer"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9296";"Sítio Novo";2111805;"Sítio Novo"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9318";"Sucupira Do Norte";2111904;"Sucupira Do Norte"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9334";"Tasso Fragoso";2112001;"Tasso Fragoso"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9350";"Timbiras";2112100;"Timbiras"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9377";"Timon";2112209;"Timon"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9393";"Tuntum";2112308;"Tuntum"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9415";"Turiaçu";2112407;"Turiaçu"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9431";"Tutóia";2112506;"Tutóia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9458";"Urbano Santos";2112605;"Urbano Santos"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9474";"Vargem Grande";2112704;"Vargem Grande"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9490";"Viana";2112803;"Viana"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9512";"Vitória Do Mearim";2112902;"Vitória Do Mearim"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9539";"Vitorino Freire";2113009;"Vitorino Freire"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9555";"Bom Jardim";2102002;"Bom Jardim"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9571";"Santa Inês";2109908;"Santa Inês"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9598";"Paulo Ramos";2108108;"Paulo Ramos"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9610";"Açailândia";2100055;"Açailândia"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9636";"Estreito";2104057;"Estreito"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9652";"Santa Luzia Do Paruá";2110039;"Santa Luzia Do Paruá"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9679";"Arame";2100956;"Arame"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9695";"Miranda Do Norte";2106755;"Miranda Do Norte"
"12/04/2026";"09:00:07";11;21;"MA";"Maranhão";"9717";"Zé Doca";2114007;"Zé Doca"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40002";"Alfredo Vasconcelos";3101631;"Alfredo Vasconcelos"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40010";"Abadia Dos Dourados";3100104;"Abadia Dos Dourados"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40029";"Araporã";3103751;"Araporã"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40037";"Abaeté";3100203;"Abaeté"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40045";"Brasilândia De Minas";3108552;"Brasilândia De Minas"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40053";"Abre Campo";3100302;"Abre Campo"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40061";"Capitão Andrade";3112653;"Capitão Andrade"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40070";"Acaiaca";3100401;"Acaiaca"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40088";"Carneirinho";3114550;"Carneirinho"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40096";"Açucena";3100500;"Açucena"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40100";"Catuji";3115458;"Catuji"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40118";"Água Boa";3100609;"Água Boa"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40126";"Divisa Alegre";3122355;"Divisa Alegre"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40134";"Água Comprida";3100708;"Água Comprida"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40142";"Divisópolis";3122454;"Divisópolis"
"12/04/2026";"09:00:07";2;31;"MG";"Minas Gerais";"40150";"Aguanil";3100807;"Aguanil"
